S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION
11,2023-07-16,155,STC,Salt Trading Corporation,4910.0000,4990.0000,4830.0000,4899.0000,3939,19295180.2000,4912.0000,5250.0000,3350.0000,2023-07-16T14:59:57.910819,4899.0000,53,4898.49,13662.55
12,2023-07-16,172,NABBC,Narayani Development Bank Limited,405.5000,435.0000,405.5000,414.0000,2030,844524.0000,410.0000,513.7000,336.0000,2023-07-16T14:54:11.134574,414.0000,18,416.02,1086.62
13,2023-07-16,176,NICL,Nepal Insurance Co. Ltd.,833.0000,840.0000,818.0000,820.0000,33122,27286057.6000,836.0000,907.0000,385.1000,2023-07-16T14:59:48.713724,820.0000,212,823.80,12257.08
14,2023-07-16,177,RBCL,Rastriya Beema Company Limited,15490.0000,16100.0000,14950.0000,16099.0000,1040,15996540.1000,15190.0000,17140.0000,12200.0000,2023-07-16T14:59:53.430520,16099.0000,62,15381.28,42925.81
15,2023-07-16,178,NLICL,National Life Insurance Co. Ltd.,640.0000,665.8000,640.0000,645.0000,25744,16711078.9000,647.0000,705.0000,492.0000,2023-07-16T14:59:58.198525,645.0000,154,649.12,32325.25
16,2023-07-16,182,SPIL,Siddhartha Premier Insurance Limited,777.0000,786.0000,769.0000,778.5000,26888,20832678.2000,777.0000,817.0000,500.1000,2023-07-16T14:59:57.010373,778.5000,159,774.79,21848.99
17,2023-07-16,184,PRIN,Prabhu Insurance Ltd.,754.8000,760.1000,742.1000,747.0000,34501,26027779.4000,740.0000,772.0000,378.0000,2023-07-16T14:59:55.763678,747.0000,157,754.40,10279.63
18,2023-07-16,186,IGI,IGI Prudential insurance Limited,565.0000,570.0000,557.0000,560.0000,66579,37468439.0000,558.0000,615.0000,335.0000,2023-07-16T14:59:55.591067,560.0000,289,562.76,16964.27
19,2023-07-16,187,NLIC,Nepal Life Insurance Co. Ltd.,754.0000,754.0000,741.2000,744.0000,25527,19020036.9000,740.1000,836.4000,570.0000,2023-07-16T14:59:54.441095,744.0000,347,745.09,61067.27
20,2023-07-16,188,LICN,Life Insurance Corporation (Nepal) Limited,1545.1000,1569.9000,1538.0000,1555.0000,4938,7667750.5000,1566.0000,1800.0000,1183.0000,2023-07-16T14:59:59.885920,1555.0000,63,1552.80,41257.26
21,2023-07-16,192,SICL,Shikhar Insurance Co. Ltd.,862.0000,870.0000,840.1000,845.0000,20265,17205195.7000,846.0000,1010.0000,682.0000,2023-07-16T14:59:51.149404,845.0000,140,849.01,22434.30
22,2023-07-16,198,NLO,Nepal Lube Oil Limited,261.0000,261.0000,261.0000,261.0000,15,3915.0000,255.9000,284.2000,227.3600,2023-07-16T11:48:39.912498,261.0000,1,261.00,126.89
23,2023-07-16,219,UNL,Unilever Nepal Limited,32890.0000,32998.0000,32890.0000,32998.0000,40,1316870.0000,32500.0000,37838.0000,16556.7000,2023-07-16T14:54:46.027656,32998.0000,4,32921.75,30381.26
24,2023-07-16,232,GFCL,Goodwill Finance Limited,473.0000,491.5000,473.0000,483.0000,7572,3638158.0000,482.0000,634.0000,405.1000,2023-07-16T14:59:04.789294,483.0000,61,480.47,4569.74
25,2023-07-16,235,HDL,Himalayan Distillery Limited,2251.0000,2279.0000,2240.0000,2248.0000,16705,37645973.0000,2241.0000,4323.0000,1806.6000,2023-07-16T14:59:56.282991,2248.0000,427,2253.57,54616.66
26,2023-07-16,236,PFL,Pokhara Finance Ltd.,395.1000,411.0000,394.0000,398.0000,6272,2495888.4000,399.0000,470.0000,307.0000,2023-07-16T14:59:57.233882,398.0000,82,397.94,4308.58
27,2023-07-16,238,NMB,NMB Bank Limited,225.0000,227.9000,224.0000,226.0000,47698,10750790.5000,224.0000,277.0000,215.0000,2023-07-16T14:59:58.234524,226.0000,209,225.39,41508.76
28,2023-07-16,244,SIFC,Shree Investment Finance Co. Ltd.,384.0000,384.0000,370.0000,375.0000,11456,4293127.5000,378.0000,408.5000,273.1000,2023-07-16T14:59:54.523532,375.0000,81,374.74,3681.31
29,2023-07-16,133,SCB,Standard Chartered Bank Limited,539.4000,540.0000,526.0000,530.1000,20851,11140323.4000,529.0000,572.0000,387.0000,2023-07-16T14:59:51.067242,530.1000,187,534.28,49985.54
30,2023-07-16,135,SBI,Nepal SBI Bank Limited,344.9000,345.0000,338.2000,341.0000,57178,19587121.7000,342.9000,378.4000,251.0000,2023-07-16T14:59:58.986548,341.0000,156,342.56,34511.34
31,2023-07-16,139,NICA,NIC Asia Bank Ltd.,790.0000,796.0000,782.0000,793.8000,48967,38720419.3000,781.9000,861.9000,600.3000,2023-07-16T14:59:54.603912,793.8000,372,790.74,91795.08
32,2023-07-16,142,KBL,Kumari Bank Limited,161.0000,166.1000,160.0000,165.0000,178823,29246194.4000,160.0000,219.8000,155.0000,2023-07-16T14:59:58.171713,165.0000,453,163.54,43272.67
33,2023-07-16,145,SBL,Siddhartha Bank Limited,247.0000,253.9000,245.0000,253.0000,94754,23780954.4000,244.1000,348.0000,238.0000,2023-07-16T14:59:58.836702,253.0000,302,250.97,35647.65
34,2023-07-16,153,BPCL,Butwal Power Company Limited,327.0000,330.5000,323.0000,330.5000,9240,3020005.6000,327.3000,377.0000,288.0000,2023-07-16T14:59:52.168038,330.5000,97,326.84,11266.96
35,2023-07-16,156,BBC,Bishal Bazar Company Limited,3478.3000,3478.3000,3355.0000,3430.0000,100,341577.0000,3410.1000,4075.0000,3050.0000,2023-07-16T14:59:45.952232,3430.0000,7,3415.77,1685.50
36,2023-07-16,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,728.0000,765.0000,717.9000,765.0000,15880,11771250.5000,729.0000,1154.0000,512.1000,2023-07-16T14:59:56.061322,765.0000,117,741.26,19982.41
37,2023-07-16,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,998.0000,1000.0000,980.0000,1000.0000,14273,14111750.4000,980.0000,1303.0000,727.0000,2023-07-16T14:59:40.680239,1000.0000,237,988.70,28354.02
38,2023-07-16,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,835.0000,840.0000,807.0000,826.0000,7768,6326459.4000,822.1000,1178.0000,606.7000,2023-07-16T14:59:42.805834,826.0000,116,814.42,12811.99
39,2023-07-16,171,SANIMA,Sanima Bank Limited,256.0000,263.0000,254.2000,260.5000,35482,9198248.9000,254.0000,280.0000,222.0000,2023-07-16T14:59:57.182264,260.5000,197,259.23,32458.60
40,2023-07-16,179,HEI,Himalayan Everest Insurance Limited,615.0000,616.0000,593.0000,600.0000,19383,11621640.3000,605.0000,635.0000,345.0000,2023-07-16T14:59:58.984158,600.0000,113,599.57,13809.21
41,2023-07-16,183,NIL,Neco Insurance Limited,909.0000,909.0000,877.0000,891.1000,13904,12396475.4000,892.0000,946.0000,660.0000,2023-07-16T14:59:44.969509,891.1000,109,891.57,17932.15
42,2023-07-16,185,SALICO,Sagarmatha Lumbini Insurance Co. Limited,750.0000,750.0000,743.3000,748.0000,16740,12497135.5000,750.0000,957.0000,551.4000,2023-07-16T14:59:37.540993,748.0000,85,746.54,19617.33
43,2023-07-16,194,NFS,Nepal Finance Ltd.,360.0000,360.0000,348.0000,351.0000,56821,20065981.3000,353.0000,390.0000,238.0000,2023-07-16T14:59:40.041948,351.0000,297,353.14,2944.69
44,2023-07-16,204,GUFL,Gurkhas Finance Ltd.,555.0000,575.0000,549.0000,560.0000,45240,25306853.2000,564.9000,715.0000,454.0000,2023-07-16T14:59:28.111737,560.0000,262,559.39,4860.76
45,2023-07-16,210,CIT,Citizen Investment Trust,2096.2000,2115.0000,2088.0000,2089.0000,10436,21906582.5000,2093.0000,3072.0000,1780.0000,2023-07-16T14:59:47.520905,2089.0000,313,2099.13,111004.25
46,2023-07-16,227,BFC,Best Finance Company Ltd.,360.8000,360.8000,349.9000,353.0000,14473,5117499.0000,353.9000,475.0000,287.0000,2023-07-16T14:59:23.968022,353.0000,86,353.58,3017.50
47,2023-07-16,268,SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,883.0000,900.6000,847.0000,900.6000,22109,19030660.7000,869.9000,1407.0000,686.1000,2023-07-16T14:59:57.089412,900.6000,146,860.76,11622.20
48,2023-07-16,273,ICFC,ICFC Finance Limited,515.2000,534.0000,515.2000,525.0000,25300,13267644.1000,524.0000,585.0000,391.0000,2023-07-16T14:59:50.206200,525.0000,229,524.41,6213.22
49,2023-07-16,274,EDBL,Excel Development Bank Ltd.,321.1000,326.5000,321.0000,325.4000,15410,4982290.2000,326.0000,442.8000,266.4000,2023-07-16T14:59:58.018349,325.4000,76,323.31,4066.51
50,2023-07-16,348,CZBIL,Citizens Bank International Limited,169.0000,173.1000,168.6000,173.1000,24950,4248751.0000,169.0000,224.0000,165.0000,2023-07-16T14:59:23.169907,173.1000,121,170.29,24581.89
51,2023-07-16,357,PCBL,Prime Commercial Bank Ltd.,191.7000,195.5000,190.0000,195.0000,76059,14611029.3000,191.7000,271.9000,186.0000,2023-07-16T14:59:59.132260,195.0000,260,192.10,37835.02
52,2023-07-16,358,LBBL,Lumbini Bikas Bank Ltd.,410.0000,415.8000,405.0000,413.0000,47334,19400194.1000,405.3000,450.0000,305.0000,2023-07-16T14:59:58.505553,413.0000,218,409.85,13971.05
53,2023-07-16,393,HLI,Himalayan Life Insurance Limited,507.0000,514.9000,504.0000,507.0000,308820,156945064.5000,507.0000,574.0000,340.0000,2023-07-16T14:59:59.346258,507.0000,1500,508.20,40663.34
54,2023-07-16,397,ADBL,Agricultural Development Bank Limited,231.9000,234.0000,228.0000,233.9000,46266,10659794.2000,228.2000,355.8000,224.0000,2023-07-16T14:58:52.272652,233.9000,195,230.40,31463.47
55,2023-07-16,401,MLBL,Mahalaxmi Bikas Bank Ltd.,334.9000,334.9000,324.0000,325.5000,41162,13452010.1000,328.4000,446.0000,281.0000,2023-07-16T14:59:56.621257,325.5000,144,326.80,13577.64
56,2023-07-16,403,SJLIC,SuryaJyoti Life Insurance Company Limited,623.8000,627.9000,604.7000,610.0000,42814,26293965.3000,611.6000,646.0000,379.0000,2023-07-16T14:59:55.207059,610.0000,371,614.14,27727.99
57,2023-07-16,245,CFCL,Central Finance Co. Ltd.,392.0000,397.9000,390.0000,393.0000,11838,4651974.9000,392.0000,423.0000,275.5000,2023-07-16T14:59:55.380371,393.0000,94,392.96,3729.08
58,2023-07-16,250,JFL,Janaki Finance Company Limited,397.1000,409.0000,397.1000,409.0000,18009,7268478.4000,404.0000,527.0000,332.2000,2023-07-16T14:59:51.561751,409.0000,91,403.60,2824.03
59,2023-07-16,255,PRVU,Prabhu  Bank Limited,162.0000,163.0000,160.0000,162.6000,136478,22015259.7000,160.0000,234.9000,155.0000,2023-07-16T14:59:54.113427,162.6000,448,161.30,38280.09
60,2023-07-16,256,SFCL,Samriddhi Finance Company Limited,322.1000,330.4000,317.6000,323.0000,19803,6394401.9000,324.0000,375.0000,215.7000,2023-07-16T14:59:41.635818,323.0000,146,322.90,2645.08
61,2023-07-16,263,GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,407.6000,407.6000,386.0000,396.8000,31559,12388952.9000,399.8000,424.0000,277.0000,2023-07-16T14:59:53.732434,396.8000,126,392.56,4016.31
62,2023-07-16,283,KBLPO,Kumari Bank Limited Promotor Share,113.7000,113.7000,113.7000,113.7000,11050,1256385.0000,113.7000,128.0000,100.0000,2023-07-16T12:54:05.582430,113.7000,2,113.70,596.92
63,2023-07-16,307,NTC,Nepal Doorsanchar Company Limited,902.3000,914.0000,902.3000,906.9000,24783,22498317.9000,902.3000,1007.7000,758.0000,2023-07-16T14:59:58.823060,906.9000,318,907.81,163242.00
64,2023-07-16,338,PROFL,Progressive Finance Limited,415.0000,423.0000,406.0000,408.9000,38369,15776418.6000,419.0000,465.0000,233.0000,2023-07-16T14:59:57.532662,408.9000,219,411.17,3500.62
65,2023-07-16,341,GBIME,Global IME Bank Limited,186.3000,186.8000,182.0000,186.0000,71941,13232950.6000,183.5000,251.4000,176.0000,2023-07-16T14:59:54.798746,186.0000,499,183.94,66534.17
66,2023-07-16,360,AHPC,Arun Valley Hydropower Development Co. Ltd.,263.5000,263.5000,251.2000,255.0000,35211,8965534.4000,258.4000,408.0000,240.5000,2023-07-16T14:59:29.933465,255.0000,204,254.62,4763.30
67,2023-07-16,371,MDB,Miteri Development Bank Limited,400.5000,410.0000,395.1000,404.1000,16883,6752094.9000,403.0000,447.0000,341.5000,2023-07-16T14:59:38.042459,404.1000,61,399.93,4101.62
68,2023-07-16,385,ALICL,Asian Life Insurance Co. Limited,764.0000,769.0000,745.0000,745.1000,100722,75998881.5000,750.0000,812.0000,428.0000,2023-07-16T14:59:55.898684,745.1000,213,754.54,23510.14
69,2023-07-16,396,NLBBL,Nerude Laghubitta Bittiya Sanstha Limited,688.0000,689.7000,665.2000,688.0000,4366,2930143.0000,676.2000,1100.0000,534.0000,2023-07-16T14:59:53.179835,688.0000,41,671.12,5036.16
70,2023-07-16,417,GBBL,Garima Bikas Bank Limited,380.1000,405.0000,377.0000,405.0000,37087,14219488.5000,384.3000,435.4000,330.0000,2023-07-16T14:59:35.885306,405.0000,232,383.40,21010.13
71,2023-07-16,418,JBBL,Jyoti Bikas Bank Limited,301.0000,302.0000,290.3000,298.0000,29852,8838007.9000,297.0000,359.0000,249.1000,2023-07-16T14:59:50.884225,298.0000,177,296.06,13099.44
72,2023-07-16,450,CORBL,Corporate Development Bank Limited,370.7000,377.0000,345.0000,350.0000,12436,4378512.0000,363.5000,392.1000,243.2000,2023-07-16T14:59:55.133492,350.0000,119,352.08,1837.50
73,2023-07-16,459,KSBBL,Kamana Sewa Bikas Bank Limited,324.2000,336.6000,324.2000,327.0000,14094,4638194.1000,330.0000,424.0000,275.0000,2023-07-16T14:59:29.106812,327.0000,93,329.08,10729.41
74,2023-07-16,469,NIMBPO,Nepal Investment Mega Bank Ltd. Promoter Share,150.9000,153.9000,148.0000,153.9000,335934,50241132.5000,148.0000,242.5000,105.0000,2023-07-16T14:59:33.861251,153.9000,14,149.55,28175.31
75,2023-07-16,471,MPFL,Multipurpose Finance Company  Limited,390.0000,396.0000,373.5000,381.1000,22016,8351028.6000,386.0000,414.0000,237.2000,2023-07-16T14:59:36.341198,381.1000,116,379.31,1722.57
76,2023-07-16,472,SADBL,Shangrila Development Bank Ltd.,328.0000,328.9000,321.1000,322.0000,31223,10181701.6000,329.0000,367.2000,263.5000,2023-07-16T14:59:51.850817,322.0000,88,326.09,10521.65
77,2023-07-16,473,SHINE,Shine Resunga Development Bank Ltd.,392.0000,392.0000,380.0000,384.0000,45930,17566913.5000,385.0000,399.5000,270.3000,2023-07-16T14:59:42.205393,384.0000,220,382.47,16450.11
78,2023-07-16,545,SLBBL,Swarojgar Laghu Bitta Bikas Bank Ltd.,705.0000,709.0000,692.1000,705.0000,4968,3460969.4000,705.0000,1115.0000,523.0000,2023-07-16T14:59:57.561801,705.0000,43,696.65,4421.77
79,2023-07-16,583,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,590.6000,633.0000,583.0000,633.0000,9816,5995175.2000,579.1000,900.0000,427.0000,2023-07-16T14:59:57.074937,633.0000,126,610.75,6219.23
80,2023-07-16,632,PRVUPO,Prabhu  Bank Limited Promoter Share,115.0000,115.0000,113.0000,113.0000,137900,15599822.0000,115.0000,147.0000,100.0000,2023-07-16T14:40:01.391814,113.0000,3,113.12,113.00
81,2023-07-16,634,RBCLPO,Rastriya Beema Company Limited Promoter Share,14209.1000,15598.0000,13384.0000,15598.0000,2632,37668393.0000,14499.0000,15598.0000,9663.0000,2023-07-16T14:59:55.855428,15598.0000,72,14311.69,27706.67
82,2023-07-16,693,CLBSL,Civil Laghubitta Bittiya Sanstha Ltd.,779.0000,779.0000,735.0000,754.0000,302,225979.5000,770.0000,1018.0000,524.9000,2023-07-16T14:59:39.529778,754.0000,21,748.27,2411.43
83,2023-07-16,700,HEIP,Himalayan Everest Insurance Limited Promoter,455.0000,460.0000,423.4000,460.0000,166392,76274805.9000,450.0000,460.0000,214.2000,2023-07-16T14:59:25.123770,460.0000,35,458.40,1230.52
84,2023-07-16,704,NMBMF,NMB  Microfinance Bittiya Sanstha Ltd.,643.0000,650.0000,619.0000,640.0000,1096,695768.0000,643.0000,910.0000,472.1000,2023-07-16T14:58:29.307579,640.0000,22,634.82,4617.28
85,2023-07-16,428,KRBL,Karnali Development Bank Limited,289.6000,292.5000,281.3000,282.0000,7893,2245262.4000,284.0000,339.0000,206.0000,2023-07-16T14:59:59.765072,282.0000,39,284.46,1494.63
86,2023-07-16,474,MNBBL,Muktinath Bikas Bank Ltd.,412.0000,412.0000,405.1000,407.0000,15296,6226933.2000,407.0000,505.1000,377.2000,2023-07-16T14:59:42.917471,407.0000,168,407.09,26133.06
87,2023-07-16,490,FMDBL,First Micro Finance Laghubitta Bittiya Sanstha Limited,755.0000,755.0000,735.0000,736.3000,26621,19731806.2000,750.0000,781.0000,497.2000,2023-07-16T14:59:52.619143,736.3000,185,741.21,8450.85
88,2023-07-16,516,MFIL,Manjushree Finance Ltd.,556.0000,564.9000,548.0000,550.0000,25243,13953320.7000,555.0000,587.0000,367.1000,2023-07-16T14:59:43.619064,550.0000,222,552.76,7433.54
89,2023-07-16,517,NBL,Nepal Bank Limited,249.7000,249.7000,245.0000,249.0000,60584,14951077.7000,245.0000,317.5000,240.0000,2023-07-16T14:59:50.855584,249.0000,265,246.78,36588.12
90,2023-07-16,559,NLG,NLG Insurance Company Ltd.,868.0000,868.0000,838.1000,840.0000,26765,22665683.3000,851.0000,940.0000,438.0000,2023-07-16T14:59:57.096813,840.0000,178,846.84,12257.92
91,2023-07-16,561,SINDU,Sindhu Bikash Bank Ltd,291.0000,291.0000,273.1000,279.0000,5718,1591119.3000,285.3000,347.8000,227.7000,2023-07-16T14:59:54.082390,279.0000,45,278.26,1555.30
92,2023-07-16,579,JBBLPO,Jyoti Bikash  Bank Ltd. Promoter Share,157.0000,157.0000,157.0000,157.0000,25000,3925000.0000,157.0000,165.0000,157.0000,2023-07-16T11:29:45.410696,157.0000,1,157.00,15.70
93,2023-07-16,587,RLFL,Reliance Finance Ltd.,378.4000,385.9000,365.1000,385.9000,57533,21381433.1000,371.0000,404.0000,268.0000,2023-07-16T14:59:40.278010,385.9000,116,371.63,4327.68
94,2023-07-16,591,SHPC,Sanima Mai Hydropower Ltd.,359.0000,365.1000,354.0000,355.0000,40114,14309455.9000,358.0000,403.0000,250.0000,2023-07-16T14:59:36.755760,355.0000,160,356.71,10966.84
95,2023-07-16,593,KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,754.0000,754.0000,725.2000,736.0000,1238,907602.8000,754.0000,1210.0000,551.0000,2023-07-16T14:59:03.628245,736.0000,44,733.12,2740.29
96,2023-07-16,601,MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,966.0000,1045.0000,950.0000,1044.0000,994,969665.2000,985.1000,1415.0000,675.1000,2023-07-16T14:58:55.863599,1044.0000,22,975.51,2046.27
97,2023-07-16,610,RIDI,Ridi Power Company Limited,243.7000,248.5000,240.0000,243.0000,30877,7494578.2000,239.0000,838.0000,234.4000,2023-07-16T14:59:58.828456,243.0000,216,242.72,3763.83
98,2023-07-16,618,LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,843.0000,893.0000,843.0000,893.0000,1092,950939.5000,860.0000,1506.0000,624.0000,2023-07-16T14:59:51.111900,893.0000,16,870.82,3944.04
99,2023-07-16,620,MLBLPO,Mahalxmi Bikas Bank Ltd. Promotor Share,174.7000,174.7000,174.7000,174.7000,2400,419280.0000,174.7000,229.0000,174.7000,2023-07-16T12:44:14.568021,174.7000,1,174.70,17.47
100,2023-07-16,682,MMFDB,Mirmire Laghubitta Bittya Sanstha Limited,712.0000,714.9000,686.1000,709.0000,1899,1346669.7000,698.1000,1240.0000,550.0000,2023-07-16T14:58:31.264591,709.0000,23,709.14,4632.48
101,2023-07-16,686,BARUN,Barun Hydropower Co. Ltd.,249.8000,253.4000,245.0000,249.0000,17024,4224557.0000,245.0000,449.0000,190.3000,2023-07-16T14:59:36.226866,249.0000,76,248.15,1334.18
102,2023-07-16,694,KLBSL,Kisan Lagubitta Bittiya Sanstha Limited,721.0000,721.0000,695.8000,709.0000,140,98592.0000,710.0000,1045.7000,539.0000,2023-07-16T14:59:07.380497,709.0000,9,704.22,3575.96
103,2023-07-16,695,JSLBB,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,1010.0000,1034.9000,995.0000,1020.0000,1245,1254212.6000,1030.0000,2135.0000,833.1000,2023-07-16T14:59:28.503243,1020.0000,33,1007.39,1734.94
104,2023-07-16,697,API,Api Power Company Ltd.,202.0000,202.0000,196.2000,197.0000,51262,10200471.9000,199.0000,315.0000,192.0000,2023-07-16T14:59:53.729284,197.0000,315,198.98,11399.60
105,2023-07-16,1741,MERO,Mero Microfinance Bittiya Sanstha Ltd.,688.0000,688.5000,652.1000,661.0000,2290,1515502.6000,675.0000,990.0000,493.0000,2023-07-16T14:59:41.581718,661.0000,49,661.79,8725.20
106,2023-07-16,2752,NMBHF1,NMB Hybrid Fund L-1,10.6600,10.7900,10.6500,10.7900,10952,116756.6000,10.6200,12.2500,8.7900,2023-07-16T12:26:44.640708,10.7900,5,10.66,10790.00
107,2023-07-16,2754,DHPL,Dibyashwori Hydropower Ltd.,187.0000,188.5000,184.0000,185.0000,5740,1068192.7000,190.2000,262.0000,160.1000,2023-07-16T14:59:29.715950,185.0000,33,186.09,488.40
108,2023-07-16,2758,FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,1363.9000,1363.9000,1315.0000,1321.0000,3195,4253959.8000,1340.0000,2950.0000,1071.2000,2023-07-16T14:59:23.070904,1321.0000,101,1331.44,13944.00
109,2023-07-16,2759,SPDL,Synergy Power Development Ltd.,253.0000,254.5000,250.0000,250.1000,11513,2892113.7000,253.0000,386.0000,234.0000,2023-07-16T14:59:54.521770,250.1000,93,251.20,2017.24
110,2023-07-16,2760,UMHL,United Modi Hydropower Ltd.,219.3000,219.3000,210.0000,213.0000,27921,5905983.6000,215.0000,334.0000,205.0000,2023-07-16T14:59:54.902977,213.0000,118,211.52,2620.97
111,2023-07-16,2761,SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,691.5000,716.0000,680.0000,702.7000,1191,824675.2000,678.0000,963.0000,552.0000,2023-07-16T14:59:19.600041,702.7000,32,692.42,2769.73
112,2023-07-16,2766,CHL,Chhyangdi Hydropower Ltd.,270.0000,270.0000,260.0000,264.0000,1498,395308.1000,269.0000,370.0000,193.1000,2023-07-16T14:57:27.811693,264.0000,21,263.89,1021.62
113,2023-07-16,705,GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,1020.0000,1061.0000,970.0000,1061.0000,6715,6687046.0000,1010.0000,1475.0000,665.1000,2023-07-16T14:59:50.700605,1061.0000,123,995.83,6566.53
114,2023-07-16,706,SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,726.0000,738.0000,716.1000,733.0000,4487,3264942.4000,726.4000,1001.0000,539.1000,2023-07-16T14:59:10.511339,733.0000,36,727.64,6676.04
115,2023-07-16,2742,HIDCL,Hydorelectricity Investment and Development Company Ltd,186.0000,186.0000,181.1000,184.0000,152816,28017836.8000,183.9000,245.0000,159.8000,2023-07-16T14:59:59.598915,184.0000,296,183.34,41907.47
116,2023-07-16,2743,NGPL,Ngadi Group Power Ltd.,241.8000,241.8000,233.0000,233.9000,62783,14771425.4000,239.0000,340.0000,185.2000,2023-07-16T14:59:59.878923,233.9000,305,235.27,4330.14
117,2023-07-16,2744,GRDBL,Green Development Bank Ltd.,316.2000,316.2000,300.0000,306.0000,3682,1118802.7000,310.0000,330.0000,220.8000,2023-07-16T14:56:03.034273,306.0000,29,303.85,1588.14
118,2023-07-16,2748,RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,628.0000,630.0000,611.0000,613.1000,5263,3259779.7000,621.0000,693.0000,450.0000,2023-07-16T14:59:50.675099,613.1000,58,619.37,5331.32
119,2023-07-16,2751,KKHC,Khanikhola Hydropower Co. Ltd.,200.0000,204.0000,196.0000,203.6000,6074,1211774.3000,202.0000,288.0000,163.8000,2023-07-16T14:59:58.115082,203.6000,42,199.50,948.19
120,2023-07-16,2753,NEF,Nabil Equity Fund,9.7200,9.7200,9.6100,9.6100,32484,312207.2400,9.7300,10.0800,7.7500,2023-07-16T14:54:06.769858,9.6100,11,9.61,1201.25
121,2023-07-16,2755,NIBLPF,NIBL Pragati Fund,9.9300,9.9300,9.3700,9.7100,36276,348723.4500,9.7400,10.5000,7.7800,2023-07-16T14:45:56.961434,9.7100,11,9.61,728.25
