S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION
244,2023-07-17,9173,CITY,City Hotel Limited,680.0000,701.7000,675.2000,694.0000,27694,19195434.2000,680.1000,744.0000,111.1000,2023-07-17T14:59:40.620052,694.0000,1207,693.12,11617.56
245,2023-07-17,9174,PRSF,Prabhu Smart Fund,9.7100,9.9000,9.7100,9.7100,312800,3094326.0000,9.9000,10.0600,7.7800,2023-07-17T11:38:44.378326,9.7100,5,9.89,971.00
246,2023-07-17,9181,RAWA,Rawa Energy Development Limited,346.2000,358.0000,346.2000,354.0000,8094,2864496.0000,353.2000,415.0000,249.3000,2023-07-17T14:59:43.716918,354.0000,494,353.90,991.20
247,2023-07-17,9146,SMHL,Super Madi Hydropower Limited,413.6000,413.6000,390.0000,412.0000,5015,2006679.0000,422.0000,506.0000,299.0000,2023-07-17T14:59:58.059057,412.0000,178,400.13,8652.00
248,2023-07-17,9148,SMH,Super Mai Hydropower Limited,554.0000,570.0000,550.0000,570.0000,1545,867739.0000,564.8000,629.6000,391.0000,2023-07-17T14:59:49.791875,570.0000,88,561.64,2850.00
249,2023-07-17,9149,MKHC,Maya Khola Hydropower Company Limited,237.9000,241.0000,226.5000,240.0000,3882,905911.6000,233.5000,367.5000,217.0000,2023-07-17T14:59:26.164755,240.0000,269,233.36,2400.00
250,2023-07-17,9154,SFEF,Sunrise Focused Equity Fund,9.6800,9.6800,9.1500,9.6800,101999,986878.8500,9.6800,10.0000,7.3500,2023-07-17T14:51:52.320153,9.6800,18,9.67,968.00
251,2023-07-17,9158,MHCL,Molung Hydropower Company Limited,205.6000,218.2000,205.6000,214.0000,7510,1586746.0000,209.4000,274.4000,141.0000,2023-07-17T14:59:47.254871,214.0000,397,211.28,1717.35
252,2023-07-17,9163,BPW,BPW Laghubitta Bittiya Sanstha Limited,1116.0000,1232.0000,1116.0000,1232.0000,2003,2413997.1000,1120.0000,1710.0000,233.1000,2023-07-17T14:56:46.956151,1232.0000,89,1205.19,369.60
253,2023-07-17,9166,MAKAR,Makar Jitumaya Suri Hydropower Limited,269.0000,282.0000,269.0000,280.0000,5012,1370765.0000,273.1000,351.0000,230.0000,2023-07-17T14:59:53.310623,280.0000,287,273.49,2128.00
254,2023-07-17,9167,MKHL,Mai Khola Hydropower Limited,271.4000,287.5000,271.4000,287.5000,7159,2018344.6000,276.1000,335.0000,268.1000,2023-07-17T14:59:59.634745,287.5000,320,281.93,1127.45
255,2023-07-17,9175,MCHL,Menchhiyam Hydropower Limited,221.6000,234.4000,221.6000,229.5000,5821,1328198.5000,226.0000,297.8000,220.3000,2023-07-17T14:59:58.271044,229.5000,337,228.17,1245.23
256,2023-07-17,9176,IHL,Ingwa Hydropower Limited,252.0000,264.3000,247.2000,264.3000,7738,1987262.0000,257.0000,352.9000,246.2000,2023-07-17T14:59:52.863568,264.3000,363,256.81,1585.80
257,2023-07-17,9179,MEL,Modi Energy Limited,206.0000,214.0000,204.1000,211.5000,49975,10524173.0000,207.5000,275.4000,197.9000,2023-07-17T14:59:55.316867,211.5000,3169,210.58,6133.50
