S.N,BUSINESS_DATE,SECURITY_ID,SYMBOL,SECURITY_NAME,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TOTAL_TRADED_QUANTITY,TOTAL_TRADED_VALUE,PREVIOUS_DAY_CLOSE_PRICE,FIFTY_TWO_WEEKS_HIGH,FIFTY_TWO_WEEKS_LOW,LAST_UPDATED_TIME,LAST_UPDATED_PRICE,TOTAL_TRADES,AVERAGE_TRADED_PRICE,MARKET_CAPITALIZATION
236,2023-07-13,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,383.4000,399.0000,368.7000,399.0000,7585,2873622.2000,391.2000,520.0000,310.0000,2023-07-13T14:58:33.711175,399.0000,130,378.85,4189.50
237,2023-07-13,8097,PBD88,10% Prime Debenture 2088,921.2000,968.9000,921.2000,968.9000,480,455555.5000,940.0000,1000.0000,790.1000,2023-07-13T14:59:57.906326,968.9000,13,949.07,
238,2023-07-13,8099,UHEWA,Upper Hewakhola Hydropower Company Limited,321.0000,325.0000,300.2000,309.0000,9561,2959151.8000,315.0000,481.0000,130.2000,2023-07-13T14:54:57.566793,309.0000,109,309.50,1545.00
239,2023-07-13,8121,SPHL,Sayapatri Hydropower Limited,387.5000,390.0000,359.1000,376.0000,2640,965256.8000,380.0000,520.2000,194.8000,2023-07-13T14:59:47.396572,376.0000,54,365.62,338.40
240,2023-07-13,8122,PPL,People's Power Limited,258.0000,265.0000,245.0000,257.0000,8984,2289309.6000,258.0000,336.0000,190.0000,2023-07-13T14:59:59.031872,257.0000,228,254.82,1625.78
241,2023-07-13,8125,NSIF2,NMB Sulav Investment Fund - 2,9.5600,9.8800,9.5500,9.8800,4700,45139.0000,9.6900,10.0000,7.3100,2023-07-13T14:58:00.967563,9.8800,19,9.60,1206.35
242,2023-07-13,8126,SIKLES,Sikles Hydropower Limited,400.0000,407.9000,395.1000,400.0000,3830,1524855.0000,404.0000,510.0000,315.5000,2023-07-13T14:59:59.417584,400.0000,115,398.13,3400.00
243,2023-07-13,8131,EHPL,Eastern Hydropower Limited,316.6000,329.3000,311.1000,313.0000,3295,1045584.5000,323.0000,508.0000,216.0000,2023-07-13T14:59:59.547846,313.0000,71,317.32,1940.60
244,2023-07-13,9135,BHPL,Barahi Hydropower Public Limited,461.0000,465.0000,445.1000,450.0000,2141,975475.0000,468.0000,677.2000,194.3000,2023-07-13T14:59:07.793119,450.0000,61,455.61,1125.00
245,2023-07-13,9138,NIBLGF,NIBL Growth Fund,9.1200,9.8700,9.1200,9.6800,1400,13299.0000,8.9800,10.0000,7.1900,2023-07-13T11:27:35.990851,9.6800,11,9.49,1277.76
246,2023-07-13,9147,SPL,Shuvam Power Limited,787.0000,802.5000,784.0000,799.0000,5845,4641554.5000,803.0000,814.8000,265.0000,2023-07-13T14:59:55.801983,799.0000,155,794.10,1598.00
247,2023-07-13,9149,MKHC,Maya Khola Hydropower Company Limited,236.0000,244.8000,233.0000,234.6000,8800,2092994.0000,240.0000,367.5000,217.0000,2023-07-13T14:59:52.816169,234.6000,253,237.84,2346.00
248,2023-07-13,9151,KDL,Kalinchowk Darshan Limited,951.3000,970.0000,935.0000,938.0000,9192,8728421.3000,950.0000,1102.0000,134.4000,2023-07-13T14:59:54.504570,938.0000,255,949.56,5628.00
249,2023-07-13,9154,SFEF,Sunrise Focused Equity Fund,8.5000,9.1700,8.5000,8.8000,19046,167397.6000,8.3400,10.0000,7.3500,2023-07-13T14:53:41.482800,8.8000,19,8.78,880.00
250,2023-07-13,9158,MHCL,Molung Hydropower Company Limited,222.3000,223.3000,212.0000,214.0000,8373,1823755.6000,218.0000,274.4000,141.0000,2023-07-13T14:59:59.550818,214.0000,334,217.81,1717.35
251,2023-07-13,9161,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,2396.0000,2440.0000,2344.0000,2388.7000,2206,5237035.6000,2360.0000,2651.0000,403.8000,2023-07-13T14:59:52.044082,2388.7000,85,2373.99,1489.07
252,2023-07-13,9166,MAKAR,Makar Jitumaya Suri Hydropower Limited,284.8000,295.8000,274.5000,290.0000,5278,1488860.0000,290.0000,351.0000,230.0000,2023-07-13T14:59:59.209841,290.0000,301,282.08,2204.00
253,2023-07-13,4951,JBLB,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,1620.0000,1637.0000,1606.0000,1608.0000,3007,4873334.0000,1606.0000,2990.6000,1353.0000,2023-07-13T14:59:27.027038,1608.0000,139,1620.66,19007.11
254,2023-07-13,4962,PBLD87,8.5% Prabhu Bank Debenture 2087,793.9000,793.9000,793.9000,793.9000,15,11908.5000,810.0000,1000.0000,730.0000,2023-07-13T13:46:23.104240,793.9000,1,793.90,
255,2023-07-13,4967,NICSF,NIC Asia Select Fund 30,8.6100,8.9500,8.4400,8.8100,27260,239153.0000,8.7800,9.4200,7.4000,2023-07-13T14:58:22.247925,8.8100,28,8.77,1101.25
256,2023-07-13,4968,RMF1,RBB Mutual Fund 1,7.6500,7.9800,7.6000,7.9400,64649,500877.9500,7.7000,9.2700,7.0400,2023-07-13T14:59:26.768605,7.9400,48,7.74,992.50
257,2023-07-13,6985,SDBD87,Shangri-la Development Bank Debenture 2087,847.6000,847.6000,847.6000,847.6000,50,42380.0000,831.0000,892.5000,745.0000,2023-07-13T11:06:22.478140,847.6000,2,847.60,
258,2023-07-13,8004,GBILD86/87,Global IME Bank Limited Debenture 2086/87,834.0000,834.0000,819.0000,819.0000,40,32985.0000,818.0000,834.0000,730.0000,2023-07-13T14:24:39.874924,819.0000,2,824.62,
259,2023-07-13,8022,TPC,Terhathum Power Company Limited,381.4000,396.0000,363.0000,363.0000,4641,1735605.4000,374.0000,553.0000,303.9000,2023-07-13T14:59:36.030071,363.0000,53,373.97,1452.00
260,2023-07-13,8023,MMF1,Mega Mutual Fund -1,7.3100,8.0400,7.2200,7.8400,47140,360568.1300,7.4500,8.6500,6.6500,2023-07-13T14:59:59.987112,7.8400,68,7.64,980.00
261,2023-07-13,8024,NBF3,Nabil Balanced Fund-3,7.1600,7.5600,7.1400,7.5300,27325,199978.5000,7.2600,9.4800,7.0000,2023-07-13T14:59:49.911338,7.5300,37,7.31,941.25
262,2023-07-13,8025,SPC,Samling Power Company Limited,431.0000,431.0000,408.0000,415.0000,2386,982071.9000,423.0000,664.0000,362.0000,2023-07-13T14:59:11.141932,415.0000,39,411.59,2075.00
263,2023-07-13,8031,MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,319.2000,325.0000,303.1000,303.7000,31678,9702587.3000,313.0000,363.0000,197.0000,2023-07-13T14:58:59.700419,303.7000,340,306.28,18222.00
264,2023-07-13,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,338.0000,339.9000,323.0000,323.0000,5114,1691502.8000,343.0000,484.7000,312.0000,2023-07-13T14:57:22.295936,323.0000,70,330.75,1292.00
265,2023-07-13,8043,CBLD88,Civil Bank Debenture 2088,950.0000,1024.0000,950.0000,1024.0000,80,78187.0000,950.6000,1024.0000,813.0000,2023-07-13T12:54:03.497877,1024.0000,5,977.33,
266,2023-07-13,8044,EBLD86,Everest Bank Limited,824.9000,855.0000,824.9000,855.0000,160,134172.5000,808.8000,1000.0000,725.0000,2023-07-13T13:48:15.714368,855.0000,5,838.57,
267,2023-07-13,8063,ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,1428.0000,1458.0000,1379.9000,1379.9000,3031,4223560.2000,1402.0000,3951.4000,1225.0000,2023-07-13T14:59:26.032669,1379.9000,70,1393.45,1464.74
268,2023-07-13,8065,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,1305.0000,1346.0000,1277.0000,1330.0000,9547,12545518.7000,1304.6000,2734.8000,1168.0000,2023-07-13T14:59:58.476189,1330.0000,325,1314.07,3543.44
269,2023-07-13,8068,CCBD88,Century Debenture 2088,1022.8000,1022.8000,1003.0000,1021.0000,45,45513.0000,1002.8000,1022.8000,816.0000,2023-07-13T13:45:08.564872,1021.0000,3,1011.40,
270,2023-07-13,8076,HHL,Himalayan Hydropower Limited,258.9000,269.2000,253.8000,259.0000,11755,3060342.5000,264.0000,362.1000,202.0000,2023-07-13T14:59:59.989349,259.0000,161,260.34,2836.05
271,2023-07-13,8100,SGHC,Swet-Ganga Hydropower & Construction Limited ,277.0000,287.0000,267.6000,268.6000,10100,2744300.5000,282.6000,411.6000,202.1000,2023-07-13T14:59:59.006971,268.6000,170,271.71,4278.80
272,2023-07-13,8102,MHL,Mandakini Hydropower Limited,311.6000,320.0000,295.1000,309.0000,7663,2337455.7000,317.9000,436.0000,237.3000,2023-07-13T14:59:52.542380,309.0000,90,305.03,1817.03
273,2023-07-13,8104,USHEC,Upper Solu Hydro Electric Company Limited,269.7000,275.0000,257.9000,264.9000,6176,1628454.0000,269.0000,431.9000,237.0000,2023-07-13T14:59:51.286779,264.9000,120,263.67,3576.15
274,2023-07-13,8106,GIBF1,Global IME Balanced Fund-1,8.5000,9.1600,8.5000,9.1600,2220,19627.2000,8.6500,10.0000,7.5000,2023-07-13T13:35:26.848877,9.1600,17,8.84,939.60
275,2023-07-13,8108,RHGCL,Rapti Hydro And General Construction Limited,260.0000,265.0000,239.0000,248.5000,11486,2801360.5000,255.0000,406.0000,191.6000,2023-07-13T14:59:58.429951,248.5000,149,243.89,1522.79
276,2023-07-13,8111,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,106.7000,106.7000,102.3000,103.9000,68346,7057817.7000,104.8000,126.4000,95.0000,2023-07-13T14:59:59.262659,103.9000,102,103.26,10.39
277,2023-07-13,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,713.5000,756.0000,713.0000,716.0000,9568,6875315.7000,728.0000,963.0000,316.0000,2023-07-13T14:59:55.058523,716.0000,163,718.57,1790.00
278,2023-07-13,8132,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,1142.4000,1165.2000,1130.1000,1130.1000,2194,2517929.0000,1120.0000,2485.2000,906.0000,2023-07-13T14:59:37.450452,1130.1000,50,1147.64,1236.05
279,2023-07-13,8133,PHCL,Peoples Hydropower Company Limited,333.0000,345.0000,318.0000,318.5000,73744,24019499.0000,339.0000,416.1000,196.9000,2023-07-13T14:59:58.102859,318.5000,665,325.71,10192.00
280,2023-07-13,9139,SAGF,Sanima Growth Fund,8.5900,9.0900,8.5900,9.0900,2700,23711.0000,8.4300,10.0000,7.2000,2023-07-13T14:47:29.716645,9.0900,16,8.78,611.33
281,2023-07-13,9167,MKHL,Mai Khola Hydropower Limited,290.0000,294.0000,282.4000,285.4000,16341,4703744.3000,287.0000,335.0000,268.1000,2023-07-13T14:59:57.427316,285.4000,305,287.84,1119.22
282,2023-07-13,9170,DOLTI,Dolti Power Company Limited,237.1000,246.6000,231.4000,231.4000,8899,2103939.2000,241.0000,311.0000,222.0000,2023-07-13T14:59:55.530302,231.4000,294,236.42,1241.43
283,2023-07-13,9171,BEDC,Bhugol Energy Development Company Limited,236.0000,244.9000,232.1000,236.2000,8649,2065752.0000,240.6000,326.3000,202.8000,2023-07-13T14:59:58.422214,236.2000,331,238.84,1285.05
284,2023-07-13,9173,CITY,City Hotel Limited,680.0000,725.0000,680.0000,696.1000,48946,34570510.4000,690.0000,744.0000,111.1000,2023-07-13T14:59:53.763068,696.1000,1765,706.29,11652.71
285,2023-07-13,9176,IHL,Ingwa Hydropower Limited,275.5000,280.0000,260.0000,260.0000,9348,2475140.9000,270.1000,352.9000,246.2000,2023-07-13T14:59:48.126897,260.0000,317,264.77,1560.00
286,2023-07-13,9140,UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,1320.0000,1400.7000,1302.0000,1339.0000,2782,3749807.0000,1320.0000,2135.1000,989.4000,2023-07-13T14:59:48.964384,1339.0000,178,1347.88,1989.42
287,2023-07-13,9146,SMHL,Super Madi Hydropower Limited,409.0000,433.9000,399.0000,399.0000,6190,2504473.0000,409.0000,506.0000,299.0000,2023-07-13T14:59:45.991567,399.0000,202,404.59,8379.00
288,2023-07-13,9148,SMH,Super Mai Hydropower Limited,550.0000,561.0000,540.0000,549.0000,5883,3237594.5000,549.0000,629.6000,391.0000,2023-07-13T14:59:34.235243,549.0000,134,550.33,2745.00
289,2023-07-13,9150,AHL,Asian Hydropower Limited,342.0000,349.9000,338.1000,338.1000,4313,1483865.7000,342.0000,480.9000,298.8000,2023-07-13T14:59:49.345929,338.1000,142,344.04,1149.54
290,2023-07-13,9156,TAMOR,Sanima Middle Tamor Hydropower Limited,302.0000,304.5000,285.2000,286.0000,25252,7378816.6000,299.0000,342.0000,255.0000,2023-07-13T14:59:58.193529,286.0000,598,292.20,9530.95
291,2023-07-13,9159,SMJC,Sagarmatha Jalabidhyut Company Limited,260.0000,263.0000,254.0000,254.2000,24484,6314677.3000,262.9000,367.4000,233.2000,2023-07-13T14:59:44.118373,254.2000,626,257.91,2847.04
292,2023-07-13,9163,BPW,BPW Laghubitta Bittiya Sanstha Limited,1117.1000,1182.0000,1117.1000,1133.0000,1010,1162868.0000,1137.3000,1710.0000,233.1000,2023-07-13T14:59:58.009660,1133.0000,62,1151.35,339.90
293,2023-07-13,9174,PRSF,Prabhu Smart Fund,8.7600,9.4400,8.5900,9.1500,34900,312474.0000,8.5900,10.0000,7.7800,2023-07-13T14:45:52.679367,9.1500,30,8.95,915.00
294,2023-07-13,9175,MCHL,Menchhiyam Hydropower Limited,230.0000,234.0000,225.8000,226.0000,4160,955916.0000,230.0000,297.8000,220.3000,2023-07-13T14:57:57.626650,226.0000,247,229.78,1226.24
295,2023-07-13,9179,MEL,Modi Energy Limited,217.0000,223.5000,207.6000,208.6000,76665,16292272.7000,219.5000,275.4000,197.9000,2023-07-13T14:59:56.397088,208.6000,3614,212.51,6049.40
296,2023-07-13,9181,RAWA,Rawa Energy Development Limited,360.0000,363.0000,333.2000,357.0000,18418,6528373.1000,361.1000,415.0000,249.3000,2023-07-13T14:59:53.612551,357.0000,1481,354.45,999.60
