BUSINESS_DATE,SECURITY_NAME,SYMBOL,TOTAL_TRADED_QUANTITY
2023-07-16,10 % NMB DEBENTURE 2085,NMBD2085,10
2023-07-13,10 % NMB DEBENTURE 2085,NMBD2085,50
2023-07-16,10% Laxmi Bank Debenture 2086,LBLD86,10
2023-07-13,10% Laxmi Bank Debenture 2086,LBLD86,25
2023-07-16,10% Nabil Debenture 2082,NBLD82,25
2023-07-13,10% Nabil Debenture 2082,NBLD82,35
2023-07-13,10% Nepal SBI Bank Debenture 2086,SBIBD86,10
2023-07-16,10% Prabhu Bank Debenture 2084 ,PBLD84,10
2023-07-13,10% Prabhu Bank Debenture 2084 ,PBLD84,195
2023-07-17,10% Prime Debenture 2088,PBD88,455
2023-07-16,10% Prime Debenture 2088,PBD88,265
2023-07-13,10% Prime Debenture 2088,PBD88,480
2023-07-16,10% Sanima Bank Limited Debenture,SAND2085,10
2023-07-13,10% Sunrise Debenture 2080,SRD80,25
2023-07-13,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,GBD80/81,45
2023-07-17,10.25% KBL Debenture 2086,KBLD86,20
2023-07-16,10.25% Machhapuchhre Bank Debenture 2085,MBLD2085,348
2023-07-16,10.25% NBBL Debenture 2085,NBBD2085,125
2023-07-13,10.25% NBBL Debenture 2085,NBBD2085,10
2023-07-16,10.25% NIC Asia Debenture 2083/84,NICD83/84,10
2023-07-13,10.25% NIC Asia Debenture 2083/84,NICD83/84,10
2023-07-16,10.25% Nepal SBI Bank Debenture 2083,SBID83,25
2023-07-16,10.25% Prabhu Bank  Debenture 2086,PBLD86,30
2023-07-13,10.25% SBL Debenture 2083,SBLD83,80
2023-07-13,10.25% Sunrise Bank Debenture 2083,SRBLD83,10
2023-07-16,10.35% Agricultural Bank Debenture 2083,ADBLD83,515
2023-07-13,10.35% Agricultural Bank Debenture 2083,ADBLD83,10
2023-07-16,10.5 % NEPAL INVESTMENT DEBENTURE 2082,NIBD2082,663
2023-07-13,10.5 % NEPAL INVESTMENT DEBENTURE 2082,NIBD2082,235
2023-07-16,10.50% SBL Debenture 2082,SBLD2082,180
2023-07-13,10.50% SBL Debenture 2082,SBLD2082,10
2023-07-16,11% NIC Asia Debenture 082/83,NICAD8283,599
2023-07-13,11% NIC Asia Debenture 082/83,NICAD8283,35
2023-07-16,12 % Goodwill Finance Limited Debenture 2083,GWFD83,220
2023-07-13,12 % Goodwill Finance Limited Debenture 2083,GWFD83,380
2023-07-16,12% ICFC Finance Limited Debenture 2083,ICFCD83,65
2023-07-13,12% ICFC Finance Limited Debenture 2083,ICFCD83,70
2023-07-17,8.5% BOK Debenture 2086,BOKD86,50
2023-07-16,8.5% BOK Debenture 2086,BOKD86,50
2023-07-16,8.5% Laxmi Bank Debenture 2088,LBLD88,25
2023-07-13,8.5% Nepal Bank Debenture 2087,NBLD87,165
2023-07-17,8.5% Nepal Investment Bank Debenture 2084,NIBD84,40
2023-07-16,8.5% Nepal Investment Bank Debenture 2084,NIBD84,25
2023-07-13,8.5% Nepal Investment Bank Debenture 2084,NIBD84,45
2023-07-16,8.5% Prabhu Bank Debenture 2087,PBLD87,25
2023-07-13,8.5% Prabhu Bank Debenture 2087,PBLD87,15
2023-07-17,8.5% SBL Debenture 2084,SBLD84,15
2023-07-16,8.5% Sanima Debenture 2087,SBD87,10
2023-07-13,8.5% Sanima Debenture 2087,SBD87,40
2023-07-16,9.5% Manjushree Finance Limited Debenture 2085,MFLD85,45
2023-07-13,9.5% Manjushree Finance Limited Debenture 2085,MFLD85,135
2023-07-17,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,2473
2023-07-16,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,588
2023-07-13,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,3376
2023-07-17,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,1533
2023-07-16,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,980
2023-07-13,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,2206
2023-07-17,Agricultural Development Bank Limited,ADBL,39477
2023-07-16,Agricultural Development Bank Limited,ADBL,46266
2023-07-13,Agricultural Development Bank Limited,ADBL,31352
2023-07-17,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,12609
2023-07-16,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,11525
2023-07-13,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,29258
2023-07-17,Api Power Company Ltd.,API,93444
2023-07-16,Api Power Company Ltd.,API,51262
2023-07-13,Api Power Company Ltd.,API,126946
2023-07-17,Arun Kabeli Power Ltd.,AKPL,101395
2023-07-16,Arun Kabeli Power Ltd.,AKPL,61190
2023-07-13,Arun Kabeli Power Ltd.,AKPL,132959
2023-07-17,Arun Valley Hydropower Development Co. Ltd.,AHPC,44045
2023-07-16,Arun Valley Hydropower Development Co. Ltd.,AHPC,35211
2023-07-13,Arun Valley Hydropower Development Co. Ltd.,AHPC,109470
2023-07-17,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,1720
2023-07-16,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,302
2023-07-13,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,2546
2023-07-17,Asian Hydropower Limited,AHL,2580
2023-07-16,Asian Hydropower Limited,AHL,2350
2023-07-13,Asian Hydropower Limited,AHL,4313
2023-07-17,Asian Life Insurance Co. Limited,ALICL,39816
2023-07-16,Asian Life Insurance Co. Limited,ALICL,100722
2023-07-13,Asian Life Insurance Co. Limited,ALICL,76660
2023-07-17,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,22269
2023-07-16,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,2800
2023-07-13,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,9568
2023-07-17,BPW Laghubitta Bittiya Sanstha Limited,BPW,2003
2023-07-16,BPW Laghubitta Bittiya Sanstha Limited,BPW,820
2023-07-13,BPW Laghubitta Bittiya Sanstha Limited,BPW,1010
2023-07-17,Balephi Hydropower Limited,BHL,1820
2023-07-16,Balephi Hydropower Limited,BHL,3290
2023-07-13,Balephi Hydropower Limited,BHL,7622
2023-07-17,Barahi Hydropower Public Limited,BHPL,2268
2023-07-16,Barahi Hydropower Public Limited,BHPL,2281
2023-07-13,Barahi Hydropower Public Limited,BHPL,2141
2023-07-17,Barun Hydropower Co. Ltd.,BARUN,14991
2023-07-16,Barun Hydropower Co. Ltd.,BARUN,17024
2023-07-13,Barun Hydropower Co. Ltd.,BARUN,41470
2023-07-17,Best Finance Company Ltd.,BFC,21676
2023-07-16,Best Finance Company Ltd.,BFC,14473
2023-07-13,Best Finance Company Ltd.,BFC,29318
2023-07-17,Bhugol Energy Development Company Limited,BEDC,5512
2023-07-16,Bhugol Energy Development Company Limited,BEDC,5089
2023-07-13,Bhugol Energy Development Company Limited,BEDC,8649
2023-07-17,Bindhyabasini Hydropower Development Company Limited,BHDC,5213
2023-07-16,Bindhyabasini Hydropower Development Company Limited,BHDC,6360
2023-07-13,Bindhyabasini Hydropower Development Company Limited,BHDC,7585
2023-07-17,Bishal Bazar Company Limited,BBC,380
2023-07-16,Bishal Bazar Company Limited,BBC,100
2023-07-13,Bishal Bazar Company Limited,BBC,105
2023-07-17,Bottlers Nepal (Terai) Limited,BNT,40
2023-07-13,Bottlers Nepal (Terai) Limited,BNT,25
2023-07-17,Buddha Bhumi Nepal Hydropower Company Limited,BNHC,2941
2023-07-16,Buddha Bhumi Nepal Hydropower Company Limited,BNHC,1171
2023-07-13,Buddha Bhumi Nepal Hydropower Company Limited,BNHC,5114
2023-07-17,Butwal Power Company Limited,BPCL,8079
2023-07-16,Butwal Power Company Limited,BPCL,9240
2023-07-13,Butwal Power Company Limited,BPCL,11483
2023-07-17,CEDB Hydropower Development Company Limited,CHDC,8725
2023-07-16,CEDB Hydropower Development Company Limited,CHDC,5245
2023-07-13,CEDB Hydropower Development Company Limited,CHDC,20489
2023-07-16,CITIZENS MUTUAL FUND 2,CMF2,197787
2023-07-13,CITIZENS MUTUAL FUND 2,CMF2,84100
2023-07-17,CYC Nepal Laghubitta Bittiya Sanstha Limited,CYCL,10089
2023-07-16,CYC Nepal Laghubitta Bittiya Sanstha Limited,CYCL,7751
2023-07-13,CYC Nepal Laghubitta Bittiya Sanstha Limited,CYCL,9547
2023-07-17,Central Finance Co. Ltd.,CFCL,22573
2023-07-16,Central Finance Co. Ltd.,CFCL,11838
2023-07-13,Central Finance Co. Ltd.,CFCL,53721
2023-07-16,Century Debenture 2088,CCBD88,10
2023-07-13,Century Debenture 2088,CCBD88,45
2023-07-17,Chandragiri Hills Limited,CGH,9009
2023-07-16,Chandragiri Hills Limited,CGH,1445
2023-07-13,Chandragiri Hills Limited,CGH,2773
2023-07-17,Chhimek Laghubitta Bittiya Sanstha Limited,CBBL,16925
2023-07-16,Chhimek Laghubitta Bittiya Sanstha Limited,CBBL,14273
2023-07-13,Chhimek Laghubitta Bittiya Sanstha Limited,CBBL,17830
2023-07-17,Chhyangdi Hydropower Ltd.,CHL,3996
2023-07-16,Chhyangdi Hydropower Ltd.,CHL,1498
2023-07-13,Chhyangdi Hydropower Ltd.,CHL,6644
2023-07-17,Chilime Hydropower Company Limited,CHCL,19305
2023-07-16,Chilime Hydropower Company Limited,CHCL,22932
2023-07-13,Chilime Hydropower Company Limited,CHCL,137437
2023-07-17,Citizen Investment Trust,CIT,11591
2023-07-16,Citizen Investment Trust,CIT,10436
2023-07-13,Citizen Investment Trust,CIT,15377
2023-07-17,Citizens Bank International Limited,CZBIL,97645
2023-07-16,Citizens Bank International Limited,CZBIL,24950
2023-07-13,Citizens Bank International Limited,CZBIL,32498
2023-07-17,Citizens Mutual Fund -1,CMF1,2200
2023-07-16,Citizens Mutual Fund -1,CMF1,29702
2023-07-13,Citizens Mutual Fund -1,CMF1,2000
2023-07-17,City Hotel Limited,CITY,27694
2023-07-16,City Hotel Limited,CITY,35142
2023-07-13,City Hotel Limited,CITY,48946
2023-07-16,Civil Bank Debenture 2088,CBLD88,310
2023-07-13,Civil Bank Debenture 2088,CBLD88,80
2023-07-17,Civil Laghubitta Bittiya Sanstha Ltd.,CLBSL,1427
2023-07-16,Civil Laghubitta Bittiya Sanstha Ltd.,CLBSL,302
2023-07-13,Civil Laghubitta Bittiya Sanstha Ltd.,CLBSL,901
2023-07-17,Corporate Development Bank Limited,CORBL,24147
2023-07-16,Corporate Development Bank Limited,CORBL,12436
2023-07-13,Corporate Development Bank Limited,CORBL,12114
2023-07-13,Deprosc LaghuBitta Promoter Share,DDBLPO,119000
2023-07-17,Deprosc Laghubitta Bittiya Sanstha Limited,DDBL,8920
2023-07-16,Deprosc Laghubitta Bittiya Sanstha Limited,DDBL,7768
2023-07-13,Deprosc Laghubitta Bittiya Sanstha Limited,DDBL,18771
2023-07-17,Dibyashwori Hydropower Ltd.,DHPL,4297
2023-07-16,Dibyashwori Hydropower Ltd.,DHPL,5740
2023-07-13,Dibyashwori Hydropower Ltd.,DHPL,9841
2023-07-17,Dolti Power Company Limited,DOLTI,8295
2023-07-16,Dolti Power Company Limited,DOLTI,4465
2023-07-13,Dolti Power Company Limited,DOLTI,8899
2023-07-17,Dordi Khola Jal Bidyut Company Limited,DORDI,4047
2023-07-16,Dordi Khola Jal Bidyut Company Limited,DORDI,4513
2023-07-13,Dordi Khola Jal Bidyut Company Limited,DORDI,12898
2023-07-17,Eastern Hydropower Limited,EHPL,4692
2023-07-16,Eastern Hydropower Limited,EHPL,1851
2023-07-13,Eastern Hydropower Limited,EHPL,3295
2023-07-17,Emerging Nepal Limited,ENL,1171
2023-07-16,Emerging Nepal Limited,ENL,886
2023-07-13,Emerging Nepal Limited,ENL,2816
2023-07-17,Everest Bank Limited,EBL,61987
2023-07-16,Everest Bank Limited,EBL,21678
2023-07-16,Everest Bank Limited,EBLD86,75
2023-07-13,Everest Bank Limited,EBL,50396
2023-07-13,Everest Bank Limited,EBLD86,160
2023-07-17,Excel Development Bank Ltd.,EDBL,22015
2023-07-16,Excel Development Bank Ltd.,EDBL,15410
2023-07-13,Excel Development Bank Ltd.,EDBL,18636
2023-07-17,First Micro Finance Laghubitta Bittiya Sanstha Limited,FMDBL,30221
2023-07-16,First Micro Finance Laghubitta Bittiya Sanstha Limited,FMDBL,26621
2023-07-13,First Micro Finance Laghubitta Bittiya Sanstha Limited,FMDBL,69336
2023-07-17,Forward Microfinance Laghubitta Bittiya Sanstha Limited,FOWAD,4339
2023-07-16,Forward Microfinance Laghubitta Bittiya Sanstha Limited,FOWAD,3195
2023-07-13,Forward Microfinance Laghubitta Bittiya Sanstha Limited,FOWAD,9581
2023-07-17,Ganapati Laghubitta Bittiya Sanstha Limited,GMFBS,368
2023-07-16,Ganapati Laghubitta Bittiya Sanstha Limited,GMFBS,852
2023-07-13,Ganapati Laghubitta Bittiya Sanstha Limited,GMFBS,414
2023-07-17,Garima Bikas Bank Limited,GBBL,68270
2023-07-16,Garima Bikas Bank Limited,GBBL,37087
2023-07-13,Garima Bikas Bank Limited,GBBL,33617
2023-07-17,Ghalemdi Hydro Limited,GHL,15134
2023-07-16,Ghalemdi Hydro Limited,GHL,12452
2023-07-13,Ghalemdi Hydro Limited,GHL,18759
2023-07-17,Global IME Balanced Fund-1,GIBF1,2050
2023-07-16,Global IME Balanced Fund-1,GIBF1,3950
2023-07-13,Global IME Balanced Fund-1,GIBF1,2220
2023-07-17,Global IME Bank Limited,GBIME,112081
2023-07-16,Global IME Bank Limited,GBIME,71941
2023-07-13,Global IME Bank Limited,GBIME,86772
2023-07-16,Global IME Bank Limited Debenture 2086/87,GBILD86/87,275
2023-07-13,Global IME Bank Limited Debenture 2086/87,GBILD86/87,40
2023-07-13,Global IME Bank Ltd. Promoter Share,GBIMEP,10000
2023-07-17,Global IME Laghubitta Bittiya Sanstha Ltd.,GILB,10661
2023-07-16,Global IME Laghubitta Bittiya Sanstha Ltd.,GILB,6715
2023-07-13,Global IME Laghubitta Bittiya Sanstha Ltd.,GILB,5366
2023-07-17,Goodwill Finance Limited,GFCL,41296
2023-07-16,Goodwill Finance Limited,GFCL,7572
2023-07-13,Goodwill Finance Limited,GFCL,16358
2023-07-17,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,GBLBS,9467
2023-07-16,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,GBLBS,9816
2023-07-13,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,GBLBS,8439
2023-07-17,Green Development Bank Ltd.,GRDBL,8929
2023-07-16,Green Development Bank Ltd.,GRDBL,3682
2023-07-13,Green Development Bank Ltd.,GRDBL,9948
2023-07-17,Green Ventures Limited,GVL,16228
2023-07-16,Green Ventures Limited,GVL,17660
2023-07-13,Green Ventures Limited,GVL,35064
2023-07-17,GreenLife Hydropower Limited,GLH,7501
2023-07-16,GreenLife Hydropower Limited,GLH,3780
2023-07-13,GreenLife Hydropower Limited,GLH,79148
2023-07-17,Guheshowori Merchant Bank & Finance Co. Ltd.,GMFIL,77056
2023-07-16,Guheshowori Merchant Bank & Finance Co. Ltd.,GMFIL,31559
2023-07-13,Guheshowori Merchant Bank & Finance Co. Ltd.,GMFIL,46193
2023-07-17,Gurans Laghubitta Bittiya Sanstha Limited,GLBSL,474
2023-07-16,Gurans Laghubitta Bittiya Sanstha Limited,GLBSL,670
2023-07-13,Gurans Laghubitta Bittiya Sanstha Limited,GLBSL,382
2023-07-17,Gurkhas Finance Ltd.,GUFL,23126
2023-07-16,Gurkhas Finance Ltd.,GUFL,45240
2023-07-13,Gurkhas Finance Ltd.,GUFL,31405
2023-07-17,Himal Dolakha Hydropower Company Limited,HDHPC,39357
2023-07-16,Himal Dolakha Hydropower Company Limited,HDHPC,36334
2023-07-13,Himal Dolakha Hydropower Company Limited,HDHPC,113729
2023-07-17,Himalaya Urja Bikas Company Limited,HURJA,27770
2023-07-16,Himalaya Urja Bikas Company Limited,HURJA,21990
2023-07-13,Himalaya Urja Bikas Company Limited,HURJA,52759
2023-07-17,Himalayan Bank Limited,HBL,49453
2023-07-16,Himalayan Bank Limited,HBL,24838
2023-07-13,Himalayan Bank Limited,HBL,19046
2023-07-17,Himalayan Distillery Limited,HDL,18141
2023-07-16,Himalayan Distillery Limited,HDL,16705
2023-07-13,Himalayan Distillery Limited,HDL,30425
2023-07-17,Himalayan Everest Insurance Limited,HEI,28992
2023-07-16,Himalayan Everest Insurance Limited,HEI,19383
2023-07-13,Himalayan Everest Insurance Limited,HEI,35946
2023-07-17,Himalayan Everest Insurance Limited Promoter,HEIP,1011
2023-07-16,Himalayan Everest Insurance Limited Promoter,HEIP,166392
2023-07-13,Himalayan Everest Insurance Limited Promoter,HEIP,13209
2023-07-17,Himalayan Hydropower Limited,HHL,6900
2023-07-16,Himalayan Hydropower Limited,HHL,5305
2023-07-13,Himalayan Hydropower Limited,HHL,11755
2023-07-17,Himalayan Life Insurance Limited,HLI,212261
2023-07-16,Himalayan Life Insurance Limited,HLI,308820
2023-07-13,Himalayan Life Insurance Limited,HLI,318517
2023-07-17,Himalayan Power Partner Ltd.,HPPL,11553
2023-07-16,Himalayan Power Partner Ltd.,HPPL,12709
2023-07-13,Himalayan Power Partner Ltd.,HPPL,41421
2023-07-17,Hydorelectricity Investment and Development Company Limited Promoter,HIDCLP,53385
2023-07-16,Hydorelectricity Investment and Development Company Limited Promoter,HIDCLP,17395
2023-07-13,Hydorelectricity Investment and Development Company Limited Promoter,HIDCLP,68346
2023-07-17,Hydorelectricity Investment and Development Company Ltd,HIDCL,131978
2023-07-16,Hydorelectricity Investment and Development Company Ltd,HIDCL,152816
2023-07-13,Hydorelectricity Investment and Development Company Ltd,HIDCL,112548
2023-07-17,ICFC Finance Limited,ICFC,26265
2023-07-16,ICFC Finance Limited,ICFC,25300
2023-07-13,ICFC Finance Limited,ICFC,53621
2023-07-17,IGI Prudential insurance Limited,IGI,88764
2023-07-16,IGI Prudential insurance Limited,IGI,66579
2023-07-13,IGI Prudential insurance Limited,IGI,113923
2023-07-17,Infinity Laghubitta Bittiya Sanstha Limited,ILBS,2069
2023-07-16,Infinity Laghubitta Bittiya Sanstha Limited,ILBS,1849
2023-07-13,Infinity Laghubitta Bittiya Sanstha Limited,ILBS,2527
2023-07-17,Ingwa Hydropower Limited,IHL,7738
2023-07-16,Ingwa Hydropower Limited,IHL,3911
2023-07-13,Ingwa Hydropower Limited,IHL,9348
2023-07-17,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,JALPA,1423
2023-07-16,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,JALPA,806
2023-07-13,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,JALPA,540
2023-07-17,Janaki Finance Company Limited,JFL,20857
2023-07-16,Janaki Finance Company Limited,JFL,18009
2023-07-13,Janaki Finance Company Limited,JFL,17384
2023-07-17,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,JSLBB,870
2023-07-16,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,JSLBB,1245
2023-07-13,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,JSLBB,2177
2023-07-17,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,JBLB,3426
2023-07-16,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,JBLB,3874
2023-07-13,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,JBLB,3007
2023-07-17,Joshi Hydropower Development Company Ltd,JOSHI,11151
2023-07-16,Joshi Hydropower Development Company Ltd,JOSHI,10139
2023-07-13,Joshi Hydropower Development Company Ltd,JOSHI,18023
2023-07-17,Jyoti Bikas Bank Limited,JBBL,68872
2023-07-16,Jyoti Bikas Bank Limited,JBBL,29852
2023-07-13,Jyoti Bikas Bank Limited,JBBL,68272
2023-07-16,Jyoti Bikash  Bank Ltd. Promoter Share,JBBLPO,25000
2023-07-17,Kalika Laghubitta Bittiya Sanstha Ltd,KMCDB,1247
2023-07-16,Kalika Laghubitta Bittiya Sanstha Ltd,KMCDB,1238
2023-07-13,Kalika Laghubitta Bittiya Sanstha Ltd,KMCDB,6509
2023-07-17,Kalika power Company Ltd,KPCL,3572
2023-07-16,Kalika power Company Ltd,KPCL,582
2023-07-13,Kalika power Company Ltd,KPCL,2348
2023-07-17,Kalinchowk Darshan Limited,KDL,9569
2023-07-16,Kalinchowk Darshan Limited,KDL,9509
2023-07-13,Kalinchowk Darshan Limited,KDL,9192
2023-07-17,Kamana Sewa Bikas Bank Limited,KSBBL,101357
2023-07-16,Kamana Sewa Bikas Bank Limited,KSBBL,14094
2023-07-13,Kamana Sewa Bikas Bank Limited,KSBBL,43541
2023-07-17,Karnali Development Bank Limited,KRBL,20712
2023-07-16,Karnali Development Bank Limited,KRBL,7893
2023-07-13,Karnali Development Bank Limited,KRBL,15432
2023-07-17,Khanikhola Hydropower Co. Ltd.,KKHC,6065
2023-07-16,Khanikhola Hydropower Co. Ltd.,KKHC,6074
2023-07-13,Khanikhola Hydropower Co. Ltd.,KKHC,4505
2023-07-17,Kisan Lagubitta Bittiya Sanstha Limited,KLBSL,270
2023-07-16,Kisan Lagubitta Bittiya Sanstha Limited,KLBSL,140
2023-07-13,Kisan Lagubitta Bittiya Sanstha Limited,KLBSL,651
2023-07-17,Kumari Bank Limited,KBL,221976
2023-07-16,Kumari Bank Limited,KBL,178823
2023-07-13,Kumari Bank Limited,KBL,115663
2023-07-16,Kumari Bank Limited Promotor Share,KBLPO,11050
2023-07-17,Kumari Dhanabriddhi Yojana,KDBY,14000
2023-07-16,Kumari Dhanabriddhi Yojana,KDBY,8900
2023-07-13,Kumari Dhanabriddhi Yojana,KDBY,2500
2023-07-17,Kumari Equity Fund,KEF,400
2023-07-16,Kumari Equity Fund,KEF,123594
2023-07-13,Kumari Equity Fund,KEF,37531
2023-07-13,Laxmi Bank Limited,LBL,21479
2023-07-17,Laxmi Equity Fund,LEMF,40235
2023-07-16,Laxmi Equity Fund,LEMF,11700
2023-07-13,Laxmi Equity Fund,LEMF,92301
2023-07-17,Laxmi Laghubitta Bittiya Sanstha Ltd.,LLBS,538
2023-07-16,Laxmi Laghubitta Bittiya Sanstha Ltd.,LLBS,1092
2023-07-13,Laxmi Laghubitta Bittiya Sanstha Ltd.,LLBS,2099
2023-07-17,Laxmi Unnati Kosh,LUK,40183
2023-07-16,Laxmi Unnati Kosh,LUK,62200
2023-07-13,Laxmi Unnati Kosh,LUK,32090
2023-07-17,Liberty Energy Company Limited,LEC,6130
2023-07-16,Liberty Energy Company Limited,LEC,8415
2023-07-13,Liberty Energy Company Limited,LEC,33282
2023-07-17,Life Insurance Corporation (Nepal) Limited,LICN,2870
2023-07-16,Life Insurance Corporation (Nepal) Limited,LICN,4938
2023-07-13,Life Insurance Corporation (Nepal) Limited,LICN,6396
2023-07-17,Lumbini Bikas Bank Ltd.,LBBL,104134
2023-07-16,Lumbini Bikas Bank Ltd.,LBBL,47334
2023-07-13,Lumbini Bikas Bank Ltd.,LBBL,46624
2023-07-17,Machhapuchhre Bank Limited,MBL,47648
2023-07-16,Machhapuchhre Bank Limited,MBL,35728
2023-07-13,Machhapuchhre Bank Limited,MBL,32599
2023-07-17,Madhya Bhotekoshi Jalavidyut Company Limited,MBJC,16936
2023-07-16,Madhya Bhotekoshi Jalavidyut Company Limited,MBJC,23615
2023-07-13,Madhya Bhotekoshi Jalavidyut Company Limited,MBJC,31678
2023-07-17,Mahalaxmi Bikas Bank Ltd.,MLBL,53465
2023-07-16,Mahalaxmi Bikas Bank Ltd.,MLBL,41162
2023-07-13,Mahalaxmi Bikas Bank Ltd.,MLBL,51750
2023-07-16,Mahalxmi Bikas Bank Ltd. Promotor Share,MLBLPO,2400
2023-07-17,Mahila Lagubitta Bittiya Sanstha Limited ,MLBSL,868
2023-07-16,Mahila Lagubitta Bittiya Sanstha Limited ,MLBSL,529
2023-07-13,Mahila Lagubitta Bittiya Sanstha Limited ,MLBSL,1241
2023-07-17,Mahuli Laghubitta Bittiya Sanstha Limited,MSLB,578
2023-07-16,Mahuli Laghubitta Bittiya Sanstha Limited,MSLB,552
