BUSINESS_DATE,SECURITY_NAME,SYMBOL,TOTAL_TRADED_VALUE
2023-07-16,10 % NMB DEBENTURE 2085,NMBD2085,10010.0
2023-07-13,10 % NMB DEBENTURE 2085,NMBD2085,47609.0
2023-07-16,10% Laxmi Bank Debenture 2086,LBLD86,9727.0
2023-07-13,10% Laxmi Bank Debenture 2086,LBLD86,23842.5
2023-07-16,10% Nabil Debenture 2082,NBLD82,25250.0
2023-07-13,10% Nabil Debenture 2082,NBLD82,34664.0
2023-07-13,10% Nepal SBI Bank Debenture 2086,SBIBD86,9658.0
2023-07-16,10% Prabhu Bank Debenture 2084 ,PBLD84,10908.0
2023-07-13,10% Prabhu Bank Debenture 2084 ,PBLD84,204950.0
2023-07-17,10% Prime Debenture 2088,PBD88,410047.5
2023-07-16,10% Prime Debenture 2088,PBD88,254813.0
2023-07-13,10% Prime Debenture 2088,PBD88,455555.5
2023-07-16,10% Sanima Bank Limited Debenture,SAND2085,11308.0
2023-07-13,10% Sunrise Debenture 2080,SRD80,25500.0
2023-07-13,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,GBD80/81,47310.0
2023-07-17,10.25% KBL Debenture 2086,KBLD86,21472.0
2023-07-16,10.25% Machhapuchhre Bank Debenture 2085,MBLD2085,365450.5
2023-07-16,10.25% NBBL Debenture 2085,NBBD2085,149933.0
2023-07-13,10.25% NBBL Debenture 2085,NBBD2085,11587.0
2023-07-16,10.25% NIC Asia Debenture 2083/84,NICD83/84,10975.0
2023-07-13,10.25% NIC Asia Debenture 2083/84,NICD83/84,10900.0
2023-07-16,10.25% Nepal SBI Bank Debenture 2083,SBID83,25000.0
2023-07-16,10.25% Prabhu Bank  Debenture 2086,PBLD86,28800.0
2023-07-13,10.25% SBL Debenture 2083,SBLD83,84678.0
2023-07-13,10.25% Sunrise Bank Debenture 2083,SRBLD83,10700.0
2023-07-16,10.35% Agricultural Bank Debenture 2083,ADBLD83,558698.0
2023-07-13,10.35% Agricultural Bank Debenture 2083,ADBLD83,10740.0
2023-07-16,10.5 % NEPAL INVESTMENT DEBENTURE 2082,NIBD2082,681876.6
2023-07-13,10.5 % NEPAL INVESTMENT DEBENTURE 2082,NIBD2082,241535.0
2023-07-16,10.50% SBL Debenture 2082,SBLD2082,184344.5
2023-07-13,10.50% SBL Debenture 2082,SBLD2082,10192.0
2023-07-16,11% NIC Asia Debenture 082/83,NICAD8283,671656.5
2023-07-13,11% NIC Asia Debenture 082/83,NICAD8283,38340.0
2023-07-16,12 % Goodwill Finance Limited Debenture 2083,GWFD83,246922.0
2023-07-13,12 % Goodwill Finance Limited Debenture 2083,GWFD83,419724.0
2023-07-16,12% ICFC Finance Limited Debenture 2083,ICFCD83,73762.0
2023-07-13,12% ICFC Finance Limited Debenture 2083,ICFCD83,79864.0
2023-07-17,8.5% BOK Debenture 2086,BOKD86,40959.0
2023-07-16,8.5% BOK Debenture 2086,BOKD86,42552.5
2023-07-16,8.5% Laxmi Bank Debenture 2088,LBLD88,20450.0
2023-07-13,8.5% Nepal Bank Debenture 2087,NBLD87,139039.0
2023-07-17,8.5% Nepal Investment Bank Debenture 2084,NIBD84,33650.0
2023-07-16,8.5% Nepal Investment Bank Debenture 2084,NIBD84,21625.0
2023-07-13,8.5% Nepal Investment Bank Debenture 2084,NIBD84,38049.0
2023-07-16,8.5% Prabhu Bank Debenture 2087,PBLD87,20242.5
2023-07-13,8.5% Prabhu Bank Debenture 2087,PBLD87,11908.5
2023-07-17,8.5% SBL Debenture 2084,SBLD84,12936.0
2023-07-16,8.5% Sanima Debenture 2087,SBD87,8579.0
2023-07-13,8.5% Sanima Debenture 2087,SBD87,33800.0
2023-07-16,9.5% Manjushree Finance Limited Debenture 2085,MFLD85,44072.0
2023-07-13,9.5% Manjushree Finance Limited Debenture 2085,MFLD85,133036.5
2023-07-17,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,1642561.9
2023-07-16,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,377783.9
2023-07-13,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,2242107.9
2023-07-17,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,3667047.0
2023-07-16,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,2311905.0
2023-07-13,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,5237035.6
2023-07-17,Agricultural Development Bank Limited,ADBL,9400800.3
2023-07-16,Agricultural Development Bank Limited,ADBL,10659794.2
2023-07-13,Agricultural Development Bank Limited,ADBL,7214075.8
2023-07-17,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,2472683.1
2023-07-16,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,2247088.1
2023-07-13,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,5885395.9
2023-07-17,Api Power Company Ltd.,API,18734867.4
2023-07-16,Api Power Company Ltd.,API,10200471.9
2023-07-13,Api Power Company Ltd.,API,25827849.7
2023-07-17,Arun Kabeli Power Ltd.,AKPL,23462282.1
2023-07-16,Arun Kabeli Power Ltd.,AKPL,14244291.5
2023-07-13,Arun Kabeli Power Ltd.,AKPL,32198692.2
2023-07-17,Arun Valley Hydropower Development Co. Ltd.,AHPC,11383148.9
2023-07-16,Arun Valley Hydropower Development Co. Ltd.,AHPC,8965534.4
2023-07-13,Arun Valley Hydropower Development Co. Ltd.,AHPC,29018626.3
2023-07-17,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,1370198.0
2023-07-16,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,235266.0
2023-07-13,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,1988193.8
2023-07-17,Asian Hydropower Limited,AHL,871951.0
2023-07-16,Asian Hydropower Limited,AHL,781214.0
2023-07-13,Asian Hydropower Limited,AHL,1483865.7
2023-07-17,Asian Life Insurance Co. Limited,ALICL,30293096.4
2023-07-16,Asian Life Insurance Co. Limited,ALICL,75998881.5
2023-07-13,Asian Life Insurance Co. Limited,ALICL,57922470.4
2023-07-17,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,15977231.7
2023-07-16,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,1947522.0
2023-07-13,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,6875315.7
2023-07-17,BPW Laghubitta Bittiya Sanstha Limited,BPW,2413997.1
2023-07-16,BPW Laghubitta Bittiya Sanstha Limited,BPW,920457.0
2023-07-13,BPW Laghubitta Bittiya Sanstha Limited,BPW,1162868.0
2023-07-17,Balephi Hydropower Limited,BHL,471548.0
2023-07-16,Balephi Hydropower Limited,BHL,837585.0
2023-07-13,Balephi Hydropower Limited,BHL,1994576.9
2023-07-17,Barahi Hydropower Public Limited,BHPL,1033127.0
2023-07-16,Barahi Hydropower Public Limited,BHPL,1028404.1
2023-07-13,Barahi Hydropower Public Limited,BHPL,975475.0
2023-07-17,Barun Hydropower Co. Ltd.,BARUN,3767623.5
2023-07-16,Barun Hydropower Co. Ltd.,BARUN,4224557.0
2023-07-13,Barun Hydropower Co. Ltd.,BARUN,10526667.6
2023-07-17,Best Finance Company Ltd.,BFC,7846605.0
2023-07-16,Best Finance Company Ltd.,BFC,5117499.0
2023-07-13,Best Finance Company Ltd.,BFC,10476963.0
2023-07-17,Bhugol Energy Development Company Limited,BEDC,1274761.0
2023-07-16,Bhugol Energy Development Company Limited,BEDC,1164075.0
2023-07-13,Bhugol Energy Development Company Limited,BEDC,2065752.0
2023-07-17,Bindhyabasini Hydropower Development Company Limited,BHDC,1995354.0
2023-07-16,Bindhyabasini Hydropower Development Company Limited,BHDC,2433674.0
2023-07-13,Bindhyabasini Hydropower Development Company Limited,BHDC,2873622.2
2023-07-17,Bishal Bazar Company Limited,BBC,1311649.0
2023-07-16,Bishal Bazar Company Limited,BBC,341577.0
2023-07-13,Bishal Bazar Company Limited,BBC,359771.5
2023-07-17,Bottlers Nepal (Terai) Limited,BNT,556600.0
2023-07-13,Bottlers Nepal (Terai) Limited,BNT,345620.0
2023-07-17,Buddha Bhumi Nepal Hydropower Company Limited,BNHC,980912.4
2023-07-16,Buddha Bhumi Nepal Hydropower Company Limited,BNHC,385444.0
2023-07-13,Buddha Bhumi Nepal Hydropower Company Limited,BNHC,1691502.8
2023-07-17,Butwal Power Company Limited,BPCL,2674443.0
2023-07-16,Butwal Power Company Limited,BPCL,3020005.6
2023-07-13,Butwal Power Company Limited,BPCL,3799436.1
2023-07-17,CEDB Hydropower Development Company Limited,CHDC,7951429.7
2023-07-16,CEDB Hydropower Development Company Limited,CHDC,4725880.0
2023-07-13,CEDB Hydropower Development Company Limited,CHDC,18712098.0
2023-07-16,CITIZENS MUTUAL FUND 2,CMF2,1912231.1
2023-07-13,CITIZENS MUTUAL FUND 2,CMF2,746408.0
2023-07-17,CYC Nepal Laghubitta Bittiya Sanstha Limited,CYCL,14444482.4
2023-07-16,CYC Nepal Laghubitta Bittiya Sanstha Limited,CYCL,10467686.0
2023-07-13,CYC Nepal Laghubitta Bittiya Sanstha Limited,CYCL,12545518.7
2023-07-17,Central Finance Co. Ltd.,CFCL,9137120.2
2023-07-16,Central Finance Co. Ltd.,CFCL,4651974.9
2023-07-13,Central Finance Co. Ltd.,CFCL,21323784.1
2023-07-16,Century Debenture 2088,CCBD88,10229.0
2023-07-13,Century Debenture 2088,CCBD88,45513.0
2023-07-17,Chandragiri Hills Limited,CGH,11812427.4
2023-07-16,Chandragiri Hills Limited,CGH,1848589.0
2023-07-13,Chandragiri Hills Limited,CGH,3551013.0
2023-07-17,Chhimek Laghubitta Bittiya Sanstha Limited,CBBL,16984141.8
2023-07-16,Chhimek Laghubitta Bittiya Sanstha Limited,CBBL,14111750.4
2023-07-13,Chhimek Laghubitta Bittiya Sanstha Limited,CBBL,17589442.0
2023-07-17,Chhyangdi Hydropower Ltd.,CHL,1062259.5
2023-07-16,Chhyangdi Hydropower Ltd.,CHL,395308.1
2023-07-13,Chhyangdi Hydropower Ltd.,CHL,1814467.9
2023-07-17,Chilime Hydropower Company Limited,CHCL,10433964.3
2023-07-16,Chilime Hydropower Company Limited,CHCL,12267132.2
2023-07-13,Chilime Hydropower Company Limited,CHCL,75090985.0
2023-07-17,Citizen Investment Trust,CIT,24465746.4
2023-07-16,Citizen Investment Trust,CIT,21906582.5
2023-07-13,Citizen Investment Trust,CIT,32417506.5
2023-07-17,Citizens Bank International Limited,CZBIL,17152709.5
2023-07-16,Citizens Bank International Limited,CZBIL,4248751.0
2023-07-13,Citizens Bank International Limited,CZBIL,5547843.4
2023-07-17,Citizens Mutual Fund -1,CMF1,19633.0
2023-07-16,Citizens Mutual Fund -1,CMF1,272634.2
2023-07-13,Citizens Mutual Fund -1,CMF1,17821.0
2023-07-17,City Hotel Limited,CITY,19195434.2
2023-07-16,City Hotel Limited,CITY,24243439.8
2023-07-13,City Hotel Limited,CITY,34570510.4
2023-07-16,Civil Bank Debenture 2088,CBLD88,304658.0
2023-07-13,Civil Bank Debenture 2088,CBLD88,78187.0
2023-07-17,Civil Laghubitta Bittiya Sanstha Ltd.,CLBSL,1086157.7
2023-07-16,Civil Laghubitta Bittiya Sanstha Ltd.,CLBSL,225979.5
2023-07-13,Civil Laghubitta Bittiya Sanstha Ltd.,CLBSL,681798.5
2023-07-17,Corporate Development Bank Limited,CORBL,8621433.3
2023-07-16,Corporate Development Bank Limited,CORBL,4378512.0
2023-07-13,Corporate Development Bank Limited,CORBL,4420830.9
2023-07-13,Deprosc LaghuBitta Promoter Share,DDBLPO,52360000.0
2023-07-17,Deprosc Laghubitta Bittiya Sanstha Limited,DDBL,7417128.1
2023-07-16,Deprosc Laghubitta Bittiya Sanstha Limited,DDBL,6326459.4
2023-07-13,Deprosc Laghubitta Bittiya Sanstha Limited,DDBL,15566191.3
2023-07-17,Dibyashwori Hydropower Ltd.,DHPL,802614.8
2023-07-16,Dibyashwori Hydropower Ltd.,DHPL,1068192.7
2023-07-13,Dibyashwori Hydropower Ltd.,DHPL,1919037.1
2023-07-17,Dolti Power Company Limited,DOLTI,1892788.5
2023-07-16,Dolti Power Company Limited,DOLTI,1014962.0
2023-07-13,Dolti Power Company Limited,DOLTI,2103939.2
2023-07-17,Dordi Khola Jal Bidyut Company Limited,DORDI,994483.0
2023-07-16,Dordi Khola Jal Bidyut Company Limited,DORDI,1089046.2
2023-07-13,Dordi Khola Jal Bidyut Company Limited,DORDI,3184685.4
2023-07-17,Eastern Hydropower Limited,EHPL,1511434.9
2023-07-16,Eastern Hydropower Limited,EHPL,572758.1
2023-07-13,Eastern Hydropower Limited,EHPL,1045584.5
2023-07-17,Emerging Nepal Limited,ENL,828066.0
2023-07-16,Emerging Nepal Limited,ENL,612265.0
2023-07-13,Emerging Nepal Limited,ENL,1979786.1
2023-07-17,Everest Bank Limited,EBL,35622103.2
2023-07-16,Everest Bank Limited,EBL,12190367.6
2023-07-16,Everest Bank Limited,EBLD86,62947.5
2023-07-13,Everest Bank Limited,EBL,28384806.8
2023-07-13,Everest Bank Limited,EBLD86,134172.5
2023-07-17,Excel Development Bank Ltd.,EDBL,7304287.0
2023-07-16,Excel Development Bank Ltd.,EDBL,4982290.2
2023-07-13,Excel Development Bank Ltd.,EDBL,6093083.6
2023-07-17,First Micro Finance Laghubitta Bittiya Sanstha Limited,FMDBL,22511725.8
2023-07-16,First Micro Finance Laghubitta Bittiya Sanstha Limited,FMDBL,19731806.2
2023-07-13,First Micro Finance Laghubitta Bittiya Sanstha Limited,FMDBL,52067594.2
2023-07-17,Forward Microfinance Laghubitta Bittiya Sanstha Limited,FOWAD,5884021.6
2023-07-16,Forward Microfinance Laghubitta Bittiya Sanstha Limited,FOWAD,4253959.8
2023-07-13,Forward Microfinance Laghubitta Bittiya Sanstha Limited,FOWAD,12889602.9
2023-07-17,Ganapati Laghubitta Bittiya Sanstha Limited,GMFBS,300526.0
2023-07-16,Ganapati Laghubitta Bittiya Sanstha Limited,GMFBS,682310.0
2023-07-13,Ganapati Laghubitta Bittiya Sanstha Limited,GMFBS,342511.6
2023-07-17,Garima Bikas Bank Limited,GBBL,27341516.2
2023-07-16,Garima Bikas Bank Limited,GBBL,14219488.5
2023-07-13,Garima Bikas Bank Limited,GBBL,13061775.0
2023-07-17,Ghalemdi Hydro Limited,GHL,3350277.1
2023-07-16,Ghalemdi Hydro Limited,GHL,2716499.6
2023-07-13,Ghalemdi Hydro Limited,GHL,4228584.6
2023-07-17,Global IME Balanced Fund-1,GIBF1,18457.0
2023-07-16,Global IME Balanced Fund-1,GIBF1,35190.5
2023-07-13,Global IME Balanced Fund-1,GIBF1,19627.2
2023-07-17,Global IME Bank Limited,GBIME,21195041.1
2023-07-16,Global IME Bank Limited,GBIME,13232950.6
